Session:,,Contributed,Title:,On Selecting Physical Science Texts at the State Level,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 11/12,Date:,"Tuesday, Jan. 24",<b> Time: </b>,9:00AM,<b> Author: </b>,"John L Hubisz, North Carolina State Univ.",<b> Co-Author(s): </b>,None,"Certain states pretty well determine what textbooks will be used across the country. Other states use those selections as a starting point for their own adoptions. What advice can you give to folks on the selection committee? After many years of considering the problem of bad selections, I offer some suggestions that you might pass on to your local school boards.",None
Session:,,Invited,Title:,Extreme Teaching: The Universal Lessons from Physics Education in Africa,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 2,Date:,"Wednesday, Jan. 25",<b> Time: </b>,9:00AM,<b> Author: </b>,"Maria Niland, National Science Foundation",<b> Co-Author(s): </b>,None,"Consider the major issues confronting physics education in the United States. There is a warranted discussion on how the failure to meet these challenges will affect both economic growth and national security. Intensify the very same problems and ramifications by at least one order of magnitude. The results depict the current state of physics education in African countries. Though by no means preferable, the urgency of conditions in Africa has offered a unique opportunity. By partnering with their African colleagues, Americans teachers are forced to do more than merely discuss the common problems but to focus on finding solutions. From the experience new insights are emerging on shared concerns such as the shortage of qualified teachers, professional development, insufficient resources, the role of technology, gender disparities, language barriers, high-stakes testing, and ill-prepared students.",None
Session:,,Contributed,Title:,Exploring Alternative Medicine with Introductory Physics,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 2,Date:,"Monday, Jan. 23",<b> Time: </b>,7:15PM,<b> Author: </b>,"Nancy Beverly, Mercy College",<b> Co-Author(s): </b>,None,"The scientific literature of alternative medicine therapies often proposes mechanisms which have an electromagnetic or other accessible physics basis, suitable as interesting examples for introductory physics students, especially life/health science majors. Several examples will be presented.",None
Session:,,Contributed,Title:,Using Atmospheric Muons To Test Relativity in the Introductory Lab,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 13/14,Date:,"Tuesday, Jan. 24",<b> Time: </b>,2:30PM,<b> Author: </b>,"Thomas Moore, Pomona College",<b> Co-Author(s): </b>,None,"At Pomona College, we spend three weeks of our fall-semester introductory course exploring special relativity in the classroom. For many years we have wanted a laboratory exercise to complement this portion of our course. Last summer, we developed a three-week introductory laboratory that uses the readily-available TeachSpin muon decay apparatus to perform a test of special relativity, and we ran the laboratory with introductory students this fall. In this talk, I will describe how I and my collaborators adapted this upper-level experiment for the introductory lab, the challenges and pitfalls we encountered in getting the experiment to work, and the interesting physics behind our version of the experiment. I will also assess the success of this laboratory exercise for our students.",None
Session:,,Contributed,Title:,Birefringence of the Cornea and the Individual Perception of Haidinger's Brushes*,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 11/12,Date:,"Monday, Jan. 23",<b> Time: </b>,9:00AM,<b> Author: </b>,"Mark D Rothmayer, Xavier Univ.",<b> Co-Author(s): </b>,"Dennis A Tierney, Heidrun Schmitzer","Haidinger's brushes are an entoptic phenomenon of the human visual system, which enables us to detect polarized light. The mineralogist Wilhelm Haidinger (1844) discovered the effect, and Helmoltz (1866) related the perception of the brushes to the concentric alignment of the dichroic pigment around the fovea. However, the individual perception of Haidinger's brushes can vary significantly, and many subjects report they can not perceive them at all. So far no explanation for these differences exists. We suggest that the birefringence of the cornea influences the formation of Haidinger's brushes and may offer an explanation for individual differences. We devised an experimental setup to simulate the various phase shifts and orientations of the cornea and recorded the forming brush pattern. We also modeled the transmission of light through this system on the Poincare sphere, and were able to quantify the influence of the cornea on the pattern of Haidinger's brushes.",*Sponsored by Heidrun Schmitzer.
Session:,,Poster,Title:,The Physics of Athletic Movement: An Analysis of Vaulting Events,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 4,Date:,"Sunday, Jan. 22",<b> Time: </b>,6:30PM,<b> Author: </b>,"Kim Murley, Denison Univ.",<b> Co-Author(s): </b>,"Kim Coplin, Pan Fanaritis","The application of physics to athletic events can be useful in identifying flaws in technique, revealing sources of injuries, and discovering beneficial modifications to equipment. The aim of this study is to understand the physics involved in two vaulting events, specifically the pole vault in track and field and the vault in gymnastics. In both events, the takeoff is a critical aspect of the full vault; therefore, it is extremely difficult during the later phases of the vault to compensate for errors made during takeoff. For this study, the VideoPoint software package was used to track the center of mass positions as a function of time. The effects of initial speed, takeoff angle, takeoff speed, and percentage of speed (at takeoff) converted from horizontal to vertical on the ""push height index"" of each vaulter were investigated. We also investigated the energies of the vaulters; these quantities follow expected patterns.",None
Session:,,Contributed,Title:,Constructing Your Own Formative Assessments,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Board Room,Date:,"Monday, Jan. 23",<b> Time: </b>,9:00AM,<b> Author: </b>,"Pamela Duncan, Barrington H.S.",<b> Co-Author(s): </b>,None,"In this session, we will be looking at three formative assessments: the background knowledge probe, defining features matrix, and the minute paper. Attributes of these three assessments will be discussed and examples of how these assessments can be implemented in the classroom. We will also be examining the importance of these various strategies and how they guide assessment. We will discuss how classroom assessment tools such as CPS can be used in conjunction with these formative assessments. But this technology is not necessary to use these formative assessments. Upon completion of this workshop, you will have all the tools to begin using these formative assessments in your classroom.",None
Session:,,Invited,Title:,Venus and How Research Evolves After the Big Mission,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 1,Date:,"Wednesday, Jan. 25",<b> Time: </b>,2:00PM,<b> Author: </b>,Robert R Herrick,<b> Co-Author(s): </b>,None,"Magellan concluded operations in 1994, and was the last spacecraft mission to study the geology of Venus. Magellan's radar imagery revealed about 900 impact craters distributed randomly about the globe, and most of those craters appeared to have been unaltered since formation. Scientists use the distribution and post-impact geologic modification of craters to reconstruct a planet's global history. The initial interpretation of the craters suggested to most researchers that the planet was geologically active and then rapidly shut down. Wild hypotheses were developed to explain this highly unusual planetary behavior. Later, more detailed investigations have shown that most of the craters have been modified by later geologic processes, and much of the world view that was collectively held during the mission is proving to be in error. Such post-mission research occurs out of the spotlight and can take a long time to be known by the general population.",None
Session:,,Invited,Title:,University of Washington's GK-12 Project: Developing Elementary School Mathematical Understanding,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 3,Date:,"Wednesday, Jan. 25",<b> Time: </b>,9:00AM,<b> Author: </b>,"Kim Gunnerson, Univ. of Washington",<b> Co-Author(s): </b>,None,"The NSF GK-12 project at the University of Washington works with schools in the Seattle School District to place graduate fellows in elementary classrooms to aid the teaching of inquiry based mathematics. The curriculum supported by the fellows is Terc ""Investigations in Number, Data, and Space."" The objective of the project has two main focuses: first, to help promote stronger mathematical understanding of elementary school teachers to help them be more effective in teaching mathematics, and, second, the graduate fellows develop their own understanding of how mathematics are taught and understood in elementary schools. We have seen some exciting growth in the teachers and schools we have worked with and will share the challenges and successes we have experienced.",None
Session:,,Contributed,Title:,Physics Education in Asia: The New Delhi and Hangzhou Conferences,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Board Room,Date:,"Monday, Jan. 23",<b> Time: </b>,7:00PM,<b> Author: </b>,"E. L. Jossem, OhIo State Univ.",<b> Co-Author(s): </b>,None,"The International Conferences on Phyisics Education held in New Delhi, India, and Hangzhou, China, last August and September provided a window on physics education in the world's two most populous countries. An account of the conferences and of the contexts in which they were held will be provided along with some comparisons of physics education in the two countries and that in the U.S.",None
Session:,,Contributed,Title:,Squiggle Ball Capture: A Novel Visual Thermodynamics Experiment,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 13/14,Date:,"Tuesday, Jan. 24",<b> Time: </b>,2:00PM,<b> Author: </b>,"Tim Gfroerer, Davidson College",<b> Co-Author(s): </b>,"Ken Rathbun, Kiril Simov, Blair Reynolds","The capture of particles by low-energy traps is an important physical phenomenon that can be understood in the framework of statistical mechanics. For example, when electrons or holes are trapped by localized deep states in semiconductors, device performance can be significantly impaired. The capture mechanism depends on the average thermal velocity of the particles and the cross-section and distribution of the participating traps. We have designed a macroscopic system for exploring this process. Squiggle Balls, which use a battery-powered motor and asymmetric rotor to roll and tumble ""randomly,"" move on a bounded, elevated platform with several circular holes. We measure the average ""capture time"" as a function of hole size and density, and examine our results in the context of a simple probabilistic model. We also tilt the platform to simulate an applied field, and analyze the results using Boltzmann statistics.",None
Session:,,Contributed,Title:,Five Inexpensive Ways to Involve More Women in Undergraduate Physics,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 3,Date:,"Monday, Jan. 23",<b> Time: </b>,8:00PM,<b> Author: </b>,"Hillary Smith, Bryn Mawr College",<b> Co-Author(s): </b>,None,Everyone knows that not enough women study physics. Low representation of women in undergraduate physics begins a trend of decreasing participation that continues through graduate school into university faculty. There are plenty of expensive ways to study the problem and there are equal numbers of expensive solutions to reverse the trend. But there is only so much money to go around at any university. This talk proposes five ways to involve more women in undergraduate physics without breaking your budget. Each tactic focuses on taking advantage of existing resources to create an environment conducive to the recruitment and retention of women.,None
Session:,,Contributed,Title:,The Enjoyment and Relevance of Old Science Textbooks: Three Case Studies,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 3,Date:,"Wednesday, Jan. 25",<b> Time: </b>,1:45PM,<b> Author: </b>,"William (Bill) Palmer, Charles Darwin Univ.",<b> Co-Author(s): </b>,None,"Over the past few years I have centred my science education research around the collection and study of old science textbooks. This paper will bring out some aspects of this work that I believe to be relevant to today's science education by looking at the lives and writing of three men, who worked in different centuries, who influenced science education in different ways and who are largely forgotten today.",None
Session:,,Contributed,Title:,Discussion of Documentary Video,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 2,Date:,"Wednesday, Jan. 25",<b> Time: </b>,10:00AM,<b> Author: </b>,"Kenneth Cecire, Hampton University",<b> Co-Author(s): </b>,None,"After the documentary video, this time will be used for questions, answers, and discussion. Attendees will be asked to comment on the video in terms of its effectiveness and message; they will also be asked to discuss how it might be used in the classroom or in professional development here in the United States. The speaker will act as a discussion facilitator along with the filmmaker and at least one other member of the COSM-Zambia team.",None
Session:,,Contributed,Title:,Characteristic Misrepresentations in Physics Education: Their Danger and Origin,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 2,Date:,"Monday, Jan. 23",<b> Time: </b>,7:30PM,<b> Author: </b>,"Courtney Willis, Univ. of Northern Colorado",<b> Co-Author(s): </b>,"Alexander Kazachkov, John C Moore, Alexander G Anders","Origins of some characteristic misrepresentations of the basic physical phenomena in textbooks and class practice are analyzed. They range from seemingly minor mistakes in the presenters' body language to gross overstretching of the limits of the explanatory models. Most regretfully, educational misrepresentations undermine the whole picture of physical world which students are supposed to acquire in the process of learning. What is especially dangerous is the fact the majority of ""subconsciously"" misinstructed students will have no second chance to get their knowledge improved through more fortunate teaching or self-education since they will be taking physics only once. Ways to correct or evade the reviewed misrepresentations will be proposed.",None
Session:,,Invited,Title:,Deciphering the Sky's Icy Halos,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 5/6,Date:,"Wednesday, Jan. 25",<b> Time: </b>,9:30AM,<b> Author: </b>,"Robert Greenler, Univ. of Wisconsin-Milwaukee",<b> Co-Author(s): </b>,None,"For centuries many beautiful sky displays were either known or strongly suspected to be the result of sunlight interacting with tiny ice crystals in the atmosphere. In the 1960s we used the new computer technology to predict the appearance of sky effects that would be caused by sunlight incident on a large group of ice crystals of a particular shape and with a particular set of orientations. This approach, with its subsequent improvements, has led to the understanding of the mechanisms responsible for the majority of well-documented ice-crystal halos. The illustration of this method will be accomplished using a comparison of computer simulations with photographs of Nature's own displays.",None
Session:,,Contributed,Title:,Research-Based Strategies in Upper-Division Undergraduate Physics Classes,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 1,Date:,"Monday, Jan. 23",<b> Time: </b>,8:15PM,<b> Author: </b>,"N. Sanjay Rebello, Kansas State Univ.",<b> Co-Author(s): </b>,None,"The use of research-based interactive engagement techniques in upper-division physics classes is relatively rare. We report here on reform and action research within the context of two upper-division undergraduate physics courses at Kansas State University. A course in electronic instrumentation and another in solid state physics were modified to incorporate and adapt strategies that facilitated active learning by students. We describe the modifications to these courses and the effectiveness of these strategies in promoting student learning. We will also present the reactions of students to the modified pedagogy of these courses, our own reflections as well as lessons learned.",None
Session:,,Invited,Title:,Alaska: A Natural Laboratory To Learn Physics and Geophysics,Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Cook Hall,Date:,"Monday, Jan. 23",<b> Time: </b>,8:00PM,<b> Author: </b>,Anupma Prakash,<b> Co-Author(s): </b>,None,"Learning physics and geophysics is learning about ourselves and about the physical world we live in. Memorizing facts and formulas and crunching numbers does not make one a physicist. Learning physics involves refining our everyday thinking, and seeking answers to why and how about the world we live in. Alaska, the vast northern most state of U.S., is strategically located and is an ideal place to see some of the wonders of nature and learn about the underlying physical and geophysical processes shaping these wonders. The fascinating northern lights, the nations highest mountain peak, the volcanic chain, the glacial movements, the polar caps, all convey physical/geophysical concepts is a fascinating and unique way. This talk will take you through a virtual tour of the State of Alaska along with a discussion on how the state serves as a natural laboratory to learn the concepts of physics and geophysics.",None
Session:,,Invited,Title:,"Probing the Ice Cap and Deeper Mysteries of Mt. Wrangell, North America's Largest Active Volcano",Meeting:,"2006 AAPT Winter Meeting: Anchorage, AK",Location:,Space 1,Date:,"Monday, Jan. 23",<b> Time: </b>,9:30AM,<b> Author: </b>,"Daniel Solie, University of Alaska Fairbanks",<b> Co-Author(s): </b>,None,"Mt. Wrangell is a 4,300 meter ice covered, active volcano, eight times larger than Mt. Rainer in volume located in Wrangell Mountains of Alaska. This talk will describe the current multi-disciplinary research effort on Mt. Wrangell to determine the thickness of the ice cap in the Caldera, as well as give a broad overview of the over 50 years of research that have occurred on the mountain. These investigations include glacier/volcano interactions, ice coring, climate change, and cosmic rays.",None
