Session:,Implementing & Evaluating Curriculum,Poster,Title:,Implementation of Elements of the Physics Suite at UCF,Meeting:,"2009 Summer Meeting: Ann Arbor, Michigan",Location:,Dana Atrium,Date:,,<b> Time: </b>,8:30PM - 10:00PM,<b> Author: </b>,"Dan Maronde, University of Central Florida",<b> Co-Author(s): </b>,"Costas Efthimiou, Tim McGreevy, Stefanie McCole, Enrique Del Barco","The University of Central Florida Physics Department is completing the second year of an NSF CCLI grant. The project is comparing the learning of students taught using various components of The Physics Suite with the learning of students taught with traditional methods. The amount of student learning is quantified by a normalized-gain comparison between pre- and post-tests. Some of the lecture sections of both Physics I, Mechanics, and Physics II, Electricity & Magnetism, are including Interactive Lecture Demonstrations as part of the instruction. Several of the Lab sections corresponding with Physics I & II are using Real Time Physics. Student performance is compared among four groups: Students who have been taught using both of the applied elements of The Physics Suite, students who have had one component or the other, and students who have learned in a traditional lecture and lab. Statistics have been collected from classes taught from the Fall semester of 2007 through the Spring semester of 2009. A comparison of student performance in classes including different approaches to the recitation component of the course is in the early stages and early results are presented.",None
Session:,Pre-High School,Poster,Title:,The Potential of Informal Science Education for Development of Individuals and Institutions,Meeting:,"2009 Summer Meeting: Ann Arbor, Michigan",Location:,Dana Atrium,Date:,,<b> Time: </b>,8:30PM - 10:00PM,<b> Author: </b>,"Jessica E Bartley, University of Colorado, Boulder",<b> Co-Author(s): </b>,"Laurel M Mayhew, Noah D Finkelstein","We present findings from the University of Colorado's Partnership for Informal Science Education in the Community (PISEC) [1,2]. This model of university-community partnerships brings together elementary school students with university educators in Math, Engineering, and Science Achievement (MESA)-sponsored after-school programs. The elementary school students worked through flexible inquiry-based circuit activities based on The Physics and Everyday Thinking (PET) curriculum [3] with physics graduate and undergraduate students learning about education in the community. We document the interactions that these informal science education (ISE) environments support, present findings on conceptual learning gain and attitude shifts of the children who participated, and compare these findings with measures of learning and attitudes in a comparative group of children in a traditional elementary school class covering similar curriculum. [1] N.D. Finkelstein and L. Mayhew, ?Acting in Our Own Self-Interest: Blending University and Community? Proceedings of the 2008 Physics Education Research Conf, AIP Press. Melville NY, 1064, (2008). [2] L. Mayhew and N.D. Finkelstein, ?New Media and Models for Engaging Under-Represented Students in Science? Proceedings of the 2008 Physics Education Research Conf, AIP Press. Melville NY, 1064, (2008). [3] S. Robinson, F. Goldberg, and V. Otero,",Sponsor is Noah D. Finkelstein
Session:,Teachers in Residence: Adding Reality to Physics Teacher Preparation Programs,Contributed,Title:,PhysTEC at the University of Minnesota Turns Two,Meeting:,"2009 Summer Meeting: Ann Arbor, Michigan",Location:,Chemistry 1300,Date:,,<b> Time: </b>,2:00PM - 2:10PM,<b> Author: </b>,Jon P. Anderson,<b> Co-Author(s): </b>,None,"PhysTEC at the University of Minnesota has recently completed its second year. The strategies for success and the problems of implementation are unique to each site and ours is no exception. We have learned valuable lessons in the first two years that will make our program more effective in the third year. However, the program's future beyond the third year remains uncertain and is dependent upon receiving the funding necessary to sustain it. This talk will detail some of what we have learned, outline the role of the Teacher in Residence, discuss plans for the future of the program, and address the rationale for keeping it funded.",None
Session:,Introductory Physics,Poster,Title:,A Mechanics ReView Course Employing Modeling Applied to Problem Solving,Meeting:,"2009 Summer Meeting: Ann Arbor, Michigan",Location:,Dana Atrium,Date:,,<b> Time: </b>,8:30PM - 10:00PM,<b> Author: </b>,"Analia Barrantes, Physics Department, MIT",<b> Co-Author(s): </b>,"Daniel C Guetta, Andrew Pawl, Evangelos I Sfakianakis, David E Pritchard","We describe a three-week ReView course that employed a ""Modeling Applied to Problem Solving"" pedagogy [1], concentrating on its Problem Modeling Rubric as a universally applicable procedure for justifying which concepts apply to a given problem. The class was offered for students who received a D in the fall mechanics course. Class activities included applying the rubric to multi-concept, multi-stage problems, sequences of apparently similar ""touchstone problems"" with important differences in deep structure, classifying problems by physical principle, and grading other students' work using instructor-supplied grading criteria. The course was assessed by a final exam re-test as well as pre- and post- CLASS surveys[2]. We obtained a 1.2 standard deviation improvement in the students' ability to solve final exam problems, and a statistically significant positive shift in 7 of the 9 categories in the CLASS. Students felt that the Problem Modeling Rubric improved their problem solving ability. Footnotes: 1. A. Pawl, A. Barrantes and D.E. Pritchard, ""Modeling Applied to Problem Solving"", contributed talk (these proceedings). 2. W.K. Adams, K.K. Perkins, N.S. Podolefsky, M. Dubson, N.D. Finkelstein and C.E. Wieman, ""New instrument for measuring student beliefs about physics and learning physics: The Colorado Learning Attitudes about Science Survey"", Phys. Rev. ST-PER 2, 010101 (2006).","1. A. Pawl, A. Barrantes and D.E. Pritchard,"
Session:,Particle Physics in High Schools,Poster,Title:,QuarkNet as a Model for Sustained Professional Development,Meeting:,"2009 Summer Meeting: Ann Arbor, Michigan",Location:,Dana Atrium,Date:,,<b> Time: </b>,8:30PM - 10:00PM,<b> Author: </b>,Jon P. Anderson,<b> Co-Author(s): </b>,None,This poster will discuss how QuarkNet has impacted teachers nationwide and at the University of Minnesota. The experiences and observations of a QuarkNet Lead Teacher for eight years will form the basis of the topics presented on this poster. These topics range from QuarkNet history at a national level to the implementation of particle physics into existing physics and physical science courses to building a collaborative network of physics/physical science teachers. QuarkNet has provided the training and direction for these efforts to succeed.,None
Session:,Physics Bazaar,Poster,Title:,New Ways of Improvising for Demonstrating Two Physics Concepts,Meeting:,"2009 Summer Meeting: Ann Arbor, Michigan",Location:,CC Little 1528,Date:,,<b> Time: </b>,4:30PM - 6:00PM,<b> Author: </b>,"Liang Zeng, The University of Texas-Pan American",<b> Co-Author(s): </b>,None,"The two experiments will show how to improvise for demonstrating the phenomena of atmospheric pressure and electro-static induction: (1) for the atmospheric pressure demo, the materials include a PASCO cap (with a hole), two regular plastic drinking water bottles, and a straw; (2) for the electro-static induction, the materials include two rods, a piece of fur, a stand, a wood block, and any other ordinary materials such as a tape case, an envelope, a book, and a piece of aluminum foil. My teaching experience shows that students do not expect the results and it is a lot of fun for them to be involved in the explanations.",None
Session:,High School Physics,Poster,Title:,Mining the Internet for Introductory Physics Data: Sports Equipment,Meeting:,"2009 Summer Meeting: Ann Arbor, Michigan",Location:,Dana Atrium,Date:,,<b> Time: </b>,8:30PM - 10:00PM,<b> Author: </b>,"Andrew Pawl, Physics Department, MIT",<b> Co-Author(s): </b>,None,An example illustrating how Internet research using the readily available commercial websites of sports equipment manufacturers can enrich introductory physics problems and spark interesting follow-up questions.,None
Session:,Interactive Lecture Demonstrations: Physics Suite Materials that Enhance Learning in Lecture,Contributed,Title:,Interactive Lecture Demonstration in Introductory Physics,Meeting:,"2009 Summer Meeting: Ann Arbor, Michigan",Location:,Dennison 182,Date:,,<b> Time: </b>,5:35PM - 5:45PM,<b> Author: </b>,"Gabriela Popa, Ohio University, Zanesville",<b> Co-Author(s): </b>,None,I will talk about how I implemented Interactive Lecture Demonstrations (ILDs) in the Physical Science class for elementary childhood education students and in the algebra-based introductory physics class for nonmajors. I will share pro and cons in using the ILDs in these two classes.,None
Session:,Physics Education Research Around the World,Invited,Title:,Improving Concept Understanding and Attitudes Through Performing Modeling Instruction,Meeting:,"2009 Summer Meeting: Ann Arbor, Michigan",Location:,Chemistry 1400,Date:,,<b> Time: </b>,10:00AM - 10:30AM,<b> Author: </b>,"Hugo Alarcon, Tecnologico de Monterrey",<b> Co-Author(s): </b>,None,"The implementation of active learning methodologies started in 2004 at Tecnologico de Monterrey. Tutorials in Introductory Physics have been used from the beginning and scaled for all our introductory calculus-based courses for engineering. The implementation has been a hard process, but the students' concept understanding and problem-solving skills have increased importantly. Recently we have been interested in promoting the discussion of students and modeling in the classroom in order to approach the students to the scientific work. Modeling Instruction is an active learning methodology with that feature, in which the students work developing models to explain real situations. The implementation of modeling in an introductory mechanics course has permitted good results; the concept understanding of students has increases as well as the problem solving skills. This talk will be focused in the results of our implementation of modeling.",None
Session:,Innovations in the TYC Curriculum,Contributed,Title:,Failing the Test,Meeting:,"2009 Summer Meeting: Ann Arbor, Michigan",Location:,Dana 1040,Date:,,<b> Time: </b>,2:15PM - 2:25PM,<b> Author: </b>,"David Weaver, Chandler-Gilbert Community College",<b> Co-Author(s): </b>,None,"I am a testing heretic? I believe that grades (and, therefore, tests) are anachronistic and do not truly measure learning. Furthermore, tests exist primarily in the world of education and also in certification exams. My 3.71 GPA (derived mostly from exams) did not indicate how good of a physicist I might be. Good scores on MCAT or LSAT don't assure excellent doctors and lawyers. I passed both Cisco and Novell certification exams and I assert that my passing scores did not measure my ability to be a good network administrator. If tests don't measure authentic learning and don't reflect real life (can't cram for a paycheck), why use them? I don't, should you?",None
