Session:,How I Use Popular Media In Teaching Physics,Invited,Title:,500 Web Physics Applications from the NY Times,Meeting:,"2012 Winter Meeting: Ontario, California",Location:,Room 200AB,Date:,,<b> Time: </b>,1:15PM,<b> Author: </b>,"John P. Cise, Austin Community College",<b> Co-Author(s): </b>,None,"For the past four years I have found more than 500 physics-rich applications in New York Times articles. I have edited the graphics and text to fit on one web page. The site is: http://CisePhysics.homestead.com/files/NYT.htm. My intent is to bring to introductory college physics and H.S. students current-in-the-news applications of introductory physics concepts. Physics concept applications are more current than in the latest physics texts. You might say it is physics of the ""now."" I use the one page web applications to: introduce concepts, quizz and test questions, student-produced extra credit. Each page has: a Focus(Kinematics), title, edited text and graphics from NYTimes, introduction, questions, hints, and answers. Some of the web pages have excellent physics concept video applications produced by the NYTimes. I will present examples of some of the best NYTimes physics application pages ""rich"" in data which can be verified with introductory physics level concepts and solutions.",http://CisePhysics.homestead.com/files/NYT.htm
Session:,Physics First,Invited,Title:,Teaching Physics First Can It Be Done and Does It Work,Meeting:,"2012 Winter Meeting: Ontario, California",Location:,Room 200C,Date:,,<b> Time: </b>,12:45PM,<b> Author: </b>,"Duane B Merrell, Brigham Young University",<b> Co-Author(s): </b>,None,Can physics really be taught first? When teaching physics to 9th and 10th graders what does the physics class look like? Is it a concern that they have not already taken or are concurrently taking upper-level math or calculus? Teaching Physics First to many 10th grade students over 20 years in the public school was an experience that not only did I enjoy but the students thrived. State test scores on physics exams were high and students often went on to take more physics after the first experience. I will try to share what a physics first class looked like and why it was successful for students to take this as their first course in science in high school.,None
Session:,Physics on Parade,Invited,Title:,Building Communication Skills and Motivating Students through Demonstration-based Physics Presentations,Meeting:,"2012 Winter Meeting: Ontario, California",Location:,Room 202AB,Date:,,<b> Time: </b>,9:00AM,<b> Author: </b>,"Kathleen A. Hinko, JILA Physics Frontier Center",<b> Co-Author(s): </b>,None,"What is the role of a traveling demonstration show in the context of a broader informal science program? What is the impact on students as well as on the presenters? I will discuss the model for an exciting, single event, science presentation developed by the University of Texas at Austin, Physics Department for elementary, middle, and high school audiences. I will discuss the goals of this program, its facilitation, and the motivating impact it has on the students who see the presentation as well as the communication skills of university students who actively do the demonstrations. Additionally, I will present efforts from the JILA Physics Frontier Center at the University of Colorado, Boulder, to partner an after-school science program with a demonstration show to the mutual benefit of both programs.","Sponsored by Prof. Jill Marshall, University of Texas at Austin"
Session:,Undergraduate Research and Two-Year Colleges,Invited,Title:,Tapping the Potential of All Students: Undergraduate Research at Community Colleges,Meeting:,"2012 Winter Meeting: Ontario, California",Location:,Room 103,Date:,,<b> Time: </b>,6:00PM,<b> Author: </b>,"Nancy H Hensel, Council on Undergraduate Research",<b> Co-Author(s): </b>,None,"The Council on Undergraduate Research currently has a National Science Foundation grant to work with about 100 community colleges to assist them in developing undergraduate research programs. . Nearly 50% of all students in higher education begin their education at a community college. Community colleges prepare students to transfer to four year colleges and to work as technicians in scientific jobs. For students who want to transfer, it is important that they have undergraduate research experiences early in their education as it will make the transfer process easier. Industry has suggested that students with undergraduate research experiences are more effective technicians than those without research experiences. Community colleges also prepare a significant number of underrepresented students and their participation in undergraduate research can increase the number of minority students who will become researchers, doctors, science writers and policy makers. This session will describe approaches to undergraduate research at two year colleges.","Soonsor: Brian Holton Cejda, B.D. and Hensel, N. H. Undergraduate Research at Community Colleges. Council on Undergraduate Research, Washington, DC: 2009"
Session:,Animation Physics in Hollywood,Invited,Title:,Animation Physics in Hollywood,Meeting:,"2012 Winter Meeting: Ontario, California",Location:,Room 203C,Date:,,<b> Time: </b>,8:30AM,<b> Author: </b>,"Bill Kroyer, Dodge College of Film, Chapman University",<b> Co-Author(s): </b>,None,"Following the principle that ""reality is the basis of all caricature,"" the motion in both animated and visual effects scenes in Hollywood movies is usually stylized in a manner that reflects the stylization of the physical design of characters, props, and environments. Understanding the fundamental principles of real physics is the starting point in the education of every animator. The representation of weight, balance, force, intertia, overlap, and preservation of volume have been benchmarks since the advent of hand-drawn cartoons, and are equally important in modern computer graphics animation. What an audience feels as opposed to what they actually see in stylized animated movement is one of the great illogical sources of fascination in that medium. Animation Director Bill Kroyer will present examples of how real physics is studied, exploited and shamelessly distorted in the pursuit of entertainment.",None
Session:,Teaching Physics Around the World,Invited,Title:,Rethinking the Experimental Curriculum,Meeting:,"2012 Winter Meeting: Ontario, California",Location:,Room 200C,Date:,,<b> Time: </b>,6:30PM,<b> Author: </b>,Ian G. Bearden,<b> Co-Author(s): </b>,None,"We are currently redesigning the experimental component of our curriculum. This project has grown from a desire to ensure that all students master what we consider the basic experimental skills and competences required of physicists. In addition to traditional components of an experimental physics curriculum such as data analysis, error propagation, experimental procedures, etc., we aim to explicitly focus on other skills which are of vital importance to all physicists, regardless of whether they follow an academic or industrial career. Among these are oral and written communication, project planning and management, critical thinking, and team work; all skills which are often assumed to be obtained by students despite the lack of explicit focus on them in traditional curricula. This talk will give an overview of the initial stages of this process, in particular on the consensus reached among faculty and students regarding which skills and competences are, in fact, most important and how we are changing our curriculum to provide explicit education in these areas. In addition, the results of the first terms experience in this process and our evaluation procedures will be discussed.",None
Session:,Teaching Science Writing/Writing in Science,Invited,Title:,Beyond Google: Integrating Information Competencies into the Science Curriculum,Meeting:,"2012 Winter Meeting: Ontario, California",Location:,Room 203C,Date:,,<b> Time: </b>,8:30AM,<b> Author: </b>,"Marion C. Peters, UCLA Librarian Emeritus",<b> Co-Author(s): </b>,None,"Released May 2011 and recently updated, the second edition of ""Information Competencies for Chemistry Undergraduates: The elements of information literacy,"" http://units.sla.org/division/dche/il/cheminfolit.pdf, offers a model for other scientific disciplines. Among the sections included are these two, covering a) the library and scientific literature and b) scientific communication and ethical conduct, while developed for chemistry undergraduates, should be applicable equally for physics students. Also covered in ""Information Competencies"" are some of the skills and knowledge that students should have by the time they graduate. Knowing how to navigate the scientific literature will help them be more successful in their undergraduate careers, prepare them for graduate school, and be more competitive in the job market. Integrating information competencies into the science curriculum provides opportunities for librarian and faculty partnerships as students develop needed skills in finding, evaluating, and understanding relevant information written by others.","Sponsored by AAPT -- Since you are not a member of AAPT, we will provide a complimentary meeting registration per email 9/1/2011 received from Cerena Cantrell, Associate Director of Programs and Conferences, AAPT"
Session:,New Results in Astronomy Education Research,Invited,Title:,Do Astronomy REU Programs Matter for Females?,Meeting:,"2012 Winter Meeting: Ontario, California",Location:,Room 106,Date:,,<b> Time: </b>,8:30AM,<b> Author: </b>,Stephanie J. Slater,<b> Co-Author(s): </b>,None,"REU is tacitly intended to increase retention and provide ""an important educational experience"" for undergraduates, particularly women, minorities and underrepresented groups. This longitudinal, two-stage study considered the educational experience for 51 women in the field of astronomy. Results indicate that the REU provided a limited impact in terms of participants' knowledge of professional astronomy. The REU did not provide a substantive educational experience related to the nature of scientific work, the scientific process, the culture of academia, participants' conceptions about themselves as situated in science, or other aspects of the ""self,"" were limited. Instead, the data suggests that there were pre-existing and remarkably strong conceptions in these areas, and that the REU did not function to alter those states. Findings related to identify formation and transformation motivate an ongoing research agenda of long-term mentoring relationships for women in the sciences, at a variety of stages and across multiple disciplines.",None
Session:,Teaching Across the Science Curricula: Engaging Students in Physics Curricula,Contributed,Title:,Using Backwards Faded Scaffolding to Support ASTRO101 Inquiry Teaching,Meeting:,"2012 Winter Meeting: Ontario, California",Location:,Room 104B,Date:,,<b> Time: </b>,6:20PM,<b> Author: </b>,"Timothy F. Slater, University of Wyoming",<b> Co-Author(s): </b>,"Stephanie J. Slater, Daniel J. Lyons, Kendra Sibbernsen, Katie Berryhill","In the course of learning astronomy, it is generally accepted that successful science learning experiences should result in learners developing a meaningful understanding of the nature of science as inquiry where: (i) students are engaged in questions; (ii) students are designing plans to pursue data; and (iii) students are generating and defending conclusions based on evidence they have collected. We are field-testing a series of computer-mediated, inquiry-learning experiences for non-science majoring undergraduates in introductory astronomy, ASTRO101, based upon an inquiry-oriented teaching approach framed by the notions of backwards faded-scaffolding as an overarching theme for instruction. Backwards faded-scaffolding is a strategy where the linear scientific method is turned on its head and students are first taught how to create conclusions based on evidence, then how experimental design creates evidence, and then supports students inventing scientifically appropriate questions. Supported by NSF.",None
Session:,The Search for Dark Matter,Invited,Title:,Direct Detection of Dark Matter,Meeting:,"2012 Winter Meeting: Ontario, California",Location:,Room 103,Date:,,<b> Time: </b>,1:30PM,<b> Author: </b>,"Harry N. Nelson, UCSB",<b> Co-Author(s): </b>,None,"The conclusive evidence for the existence of dark matter, a form of matter that surrounds galaxies and clusters of galaxies, all comes from astrophysical measurements. However, it is natural to ask whether the dark matter consists of a new particle that can be detected in Earth-based laboratories. An intense, worldwide effort is under way to detect hypothetical dark matter particles. I'll review those efforts, with emphasis on the near future, when the new experiment LUX will commence at the Sanford Lab.",Sponsored by Cathy Ezrailson
