Session:,Learning Assistant Programs as Vehicles for Course Transformation and Recruitment of Future Physics Teachers,Contributed,Title:,Implementing a Peer Instructor (Learning Assistant) Course at Louisiana State University,Meeting:,"2013 Winter Meeting: New Orleans, Louisiana",Location:,N/A,Date:,,<b> Time: </b>,2:10PM,<b> Author: </b>,"Michael L. Cherry, Louisiana State University",<b> Co-Author(s): </b>,None,"The introductory first year non-calculus-based physics course at Louisiana State University currently has approximately 750 students in three large lecture sections. In order to supplement the large lectures, small (20-25 students) recitation sections have been added. Following the Learning Assistant model at Colorado, these recitation sections emphasize concepts and are managed by undergraduate Peer Instructors. The experience and lessons learned during the initial two semesters of the program are described.",None
Session:,Other,Poster,Title:,Recruiting and Retaining Women in Physics in Central Arkansas,Meeting:,"2013 Winter Meeting: New Orleans, Louisiana",Location:,N/A,Date:,,<b> Time: </b>,10:15AM,<b> Author: </b>,"Stephen R Addison, University of Central Arkansas",<b> Co-Author(s): </b>,None,"Over the last ten years the Department of Physics and Astronomy at the University of Central Arkansas has experienced considerable growth. The number of women physics graduates had been notable, and has often represented half of each graduating class. Strategies developed to recruit and retain these students will be presented with a particular emphasis on strategies that were successfully deployed to increase the number of women physics graduates.",None
Session:,PER: Student Reasoning,Contributed,Title:,Student Understanding of Foundational Ideas in Quantum Mechanics,Meeting:,"2013 Winter Meeting: New Orleans, Louisiana",Location:,N/A,Date:,,<b> Time: </b>,2:40PM,<b> Author: </b>,"Paul J Emigh, University of Washington",<b> Co-Author(s): </b>,"Peter Shaffer, Gina Passante","Quantum mechanics requires a conceptual framework substantially different from the classical picture students develop in introductory physics courses. We are examining student thinking on several foundational topics in quantum mechanics, including black-body radiation, wave-particle duality, and the Stern-Gerlach effect. Excerpts from interviews, pre-tests, and post-tests will be used to illustrate some of the conceptual and reasoning difficulties we have identified among both introductory and upper-division students.",None
Session:,PER: Investigating Classroom Strategies,Contributed,Title:,Testing Problem Solving through Multiple Choice,Meeting:,"2013 Winter Meeting: New Orleans, Louisiana",Location:,N/A,Date:,,<b> Time: </b>,9:30AM,<b> Author: </b>,Jessica Graber,<b> Co-Author(s): </b>,None,"Large lecture courses and grading time constraints force many instructors to use multiple-choice exams, and many students will encounter multiple-choice exams determining entrance into post-secondary education or career paths. However, research shows that student test preparation does not occur at a deep knowledge level for multiple-choice tests compared to hand-graded exams using worked out problems. Most instructors prefer worked out problems on exams for pedagogical reasons even if it is practically not possible. To increase the efficacy of multiple-choice problems in assessing actual problem-solving skills, I compare the two types of questions on the same test to determine what features of the problem solving skill set best predict overall problem solving capabilities.",None
Session:,Careers in Physics: Alternatives to Academia,Invited,Title:,Careers and Curriculum: Lessons Learned from AIP's Career Pathways Project,Meeting:,"2013 Winter Meeting: New Orleans, Louisiana",Location:,N/A,Date:,,<b> Time: </b>,4:00PM,<b> Author: </b>,"Kendra Redmond, American Institute of Physics",<b> Co-Author(s): </b>,"Thomas Olsen, Roman Czujko","Physics is often perceived as an academic major with no direct path to a job outside of academia, despite its high job placement rate and direct application to energy, medicine, computers, and many other high-tech areas. Since many physics bachelor's degree recipients look for jobs in their geographic region, departments that foster connections to the local STEM workforce and help students develop skills valued by that workforce may well increase their number of majors. The American Institute of Physics is in the midst of an NSF-funded research effort to visit departments that produce significant numbers of physics bachelor's degree recipients who successfully enter STEM employment within one year of graduation, in order to compile and disseminate effective practices for preparing physics students to enter the STEM workforce. This talk will present preliminary results from these site visits.",None
Session:,Physics Education Research,Poster,Title:,Computer Coaches for Problem Solving: Application to High School Physics,Meeting:,"2013 Winter Meeting: New Orleans, Louisiana",Location:,N/A,Date:,,<b> Time: </b>,8:30PM,<b> Author: </b>,"Andrew J. Mason, University of Central Arkansas",<b> Co-Author(s): </b>,"Mishal Benson, Qing Xu, Leon Hsu, Kenneth Heller","Computer modules are currently being developed in conjunction with the University of Minnesota(1) to train students in a calculus-based introductory physics course in an expert-like physics problem-solving framework. One of our research goals is to be able to implement the modules in different class settings. To this end, we discuss an ongoing study in which Arkansas teachers are interviewed as they use a subset of the Minnesota modules adapted for an algebra-based physics course. Discussion revolves around the feasibility and adaptability of the coaches as described by the teachers in the case study. Future plans include using this information to adapt the coaches as necessary for trial among volunteers in local high school physics courses.","1. L. Hsu and K. Heller, Proceedings of the 82nd NARST Annual International Conference, Garden Grove, CA, 2009; Q. Xu et al., AAPT 2012 Summer Meeting, Philadelphia, PA."
Session:,Models of Lab Instruction/Curricula from Around the World,Invited,Title:,Low-Cost Hands-on Research in the Developing World,Meeting:,"2013 Winter Meeting: New Orleans, Louisiana",Location:,N/A,Date:,,<b> Time: </b>,9:00AM,<b> Author: </b>,"Mark D Shattuck, The City College of New York",<b> Co-Author(s): </b>,None,"The Hands-On Research in Complex Systems Schools[1] are designed to introduce graduate students and young faculty from developing countries to table-top scientific research on problems at the frontiers of science. Experiments on physical, chemical, and biological systems are conducted with modern yet inexpensive digital instrumentation, and the laboratory work is complemented by mathematical modeling and data analysis using Matlab. The two-week-long schools provide an interactive experience with hands-on research involving experiments with real-time computer data acquisition and associated computational modeling. Lectures and hands-on experiences focus on complex systems in the physical and life sciences. This research is inherently interdisciplinary, and topics range from biological networks to spatial patterns in fluids to laser chaos.","[1] Sponsored by The Abdus Salam International Centre for Theoretical Physics (ICTP, Trieste, Italy) and the National Science Foundation."
Session:,Physics Education Research,Poster,Title:,Introducing Research Experiences in a Community College,Meeting:,"2013 Winter Meeting: New Orleans, Louisiana",Location:,N/A,Date:,,<b> Time: </b>,7:45PM,<b> Author: </b>,"Chitra G. Solomonson, Green River Community College",<b> Co-Author(s): </b>,"Andrew H. Rice, Christine K. Luscombe, Keith A. Clay","As more students seek to gain admission to universities, fewer seats are becoming available to them due to increasing budget cuts. Thus admission is becoming increasingly competitive. At the same time, more and more students are relying on community colleges to serve as a stepping stone to college. Introducing research experiences early on has short and long-term benefits. Experience in research is becoming an important component of STEM undergraduate programs in four year schools. Introducing them in a two-year college will enable our students to transfer successfully to a four-year university. Research experiences have also been shown to deepen students' resolve in persisting in STEM fields especially for underrepresented populations.1 In this project (funded by NSF DUE-1141339), faculty members at Green River Community College are collaborating with faculty members at the University of Washington to develop and implement research-like lab modules in the cutting edge fields of Organic Photovoltaics (OPVs) and Organic Light Emitting Devices (OLEDs).","Russell, S.H.; Hancock, M.P.; and McCullough, J. (2007). Benefits of undergraduate research experiences. Science, 316(5,824): 548?549. Christine Luscombe and Andrew Rice sponsored by Chitra Solomonson"
Session:,Online Physics Courses,Invited,Title:,"Online Physics Courses: Exemplars, Trends, Opportunities and Challenges",Meeting:,"2013 Winter Meeting: New Orleans, Louisiana",Location:,N/A,Date:,,<b> Time: </b>,4:00PM,<b> Author: </b>,"Robert V. Steiner, American Museum of Natural History",<b> Co-Author(s): </b>,None,"Online physics courses offer remarkable opportunities for student access as well as curricular and pedagogical innovation. However, such courses also raise fundamental questions, including questions about instructor roles and support for inquiry-based teaching methods. This session will provide an overview of the landscape of online physics courses, including examples of some current offerings. Various approaches to course design, development, implementation, and evaluation will be reviewed. Both opportunities and challenges of online courses will be explored within the context of some recent trends, including flipped classrooms, open source materials, massively open online courses and mobile computing. The presenter directs online and blended teacher education programs at the American Museum of Natural History and is a member of the adjunct faculty at the City University of New York's Queens College. He is the co-author of Mathematics for Physics Students and currently serves as the chair of the AAPT's Committee on Educational Technologies.",None
Session:,PER: Student Reasoning,Contributed,Title:,When Does a Group Ignore their Own Question?,Meeting:,"2013 Winter Meeting: New Orleans, Louisiana",Location:,N/A,Date:,,<b> Time: </b>,2:30PM,<b> Author: </b>,"Alex M. Barr, University of Texas at Austin",<b> Co-Author(s): </b>,Amy D Robertson,"The growth of tutorial- and discussion-style recitation sections has made group work an integral part of many physics classrooms. Goals for group work often include increasing student agency and encouraging students to ask their own questions. Once asked, these questions can either be taken up or be disregarded by the group as a whole. What factors influence this decision? We analyze an interaction between three teachers in the Energy Project at Seattle Pacific University in which the question of what makes a material magnetic is first disregarded and then later taken up for an extended discussion. We examine the teachers' framing of their activity to help understand when and why this question is taken up by the group.",Supported in part by NSF 0822342.
