Session:,,Poster,Title:,Computer-Animated Illustrations of Vibrations and Waves,Meeting:,"129th AAPT National Meeting: Sacramento, CA",Location:,Union Ballroom II & III,Date:,"Monday, Aug. 2",<b> Time: </b>,9:00AM,<b> Author: </b>,"Donald Hall, California State Univ.",<b> Co-Author(s): </b>,None,"Students in Musical Acoustics courses often lack much experience either with concepts in physics or with graphs as a representation of physical systems. We do well to provide demonstrations to illustrate these concepts, and computer animation can be a valuable supplement to physical demonstrations. The author has written a set of 11 programs in QBasic 4.5 for the PC, which are complementary to a similar set done by Bruce Richards in C++ for Mac users. The programs include depictions of basic physics (Doppler effect and normal modes), motion of plucked and bowed strings, motion of struck bars and drumheads, and air motion in various classes of pipes. Many of these are ""movie versions"" of illustrations in the author's textbook.",None
Session:,,Contributed,Title:,Participation of Baghdad University in West Point's New Instructor Training,Meeting:,"129th AAPT National Meeting: Sacramento, CA",Location:,Mendocino 1005,Date:,"Tuesday, Aug. 3",<b> Time: </b>,2:00PM,<b> Author: </b>,"Mark Snyder, U.S. Military Academy",<b> Co-Author(s): </b>,"Raymond Nelson, William Czajkowski, David Williams",The Department of Physics at the United States Military Academy has a faculty turnover of approximately 25% per year. New faculty arrive with master's degrees from two years of graduate schooling and experienced faculty return to the field army every summer. New faculty are prepared through an intensive five week program of instruction that introduces all aspects of the four-year leader development program and emphasizes the learning model and teaching philosophy of the Department of Physics. This year the department is joined by two junior professors from Baghdad University as West Point initiates a cooperative program to help that institution recover from decades of isolation and become a part of the international community of educators. This talk will report on the results and lessons learned from this effort.,*Sponsored by Raymond Nelson.
Session:,,Contributed,Title:,Teaching Innovation in Introductory Physics in Philippine Context,Meeting:,"129th AAPT National Meeting: Sacramento, CA",Location:,Union Summit,Date:,"Tuesday, Aug. 3",<b> Time: </b>,9:30AM,<b> Author: </b>,Lamberto A. Jeresano,<b> Co-Author(s): </b>,None,"Science/physics educators in the Philippines are confronted with seemingly insurmountable problems such as large classes, dearth of instructional materials, under trained teachers, limited opportunities for professional growth, inadequate if not absence of laboratory facilities, etc. In view of the above, the presenter with some colleagues from state colleges and universities formed association, the Bicol Physics Society, whose aim is to help alleviate some of these problems. One of the trusts of the society is the promotion of new trends in science education and the use of improvised science/physics apparatus. These are the two main topics taken up in seminar workshop organized by the association. Hands-on on the use of apparatus is stressed in the service training. The AAPT through the Bauder Small Grant Program provided funds for the purchase of materials, spare parts, supplies and other incidental expenses for construction of apparatus. This paper describes the two-seminar-workshop that has been constructed.",None
Session:,,Poster,Title:,Interactive Assessment Using EDU in the Nebraska Astronomy Applet Project,Meeting:,"129th AAPT National Meeting: Sacramento, CA",Location:,Union Ballroom II & III,Date:,"Wednesday, Aug. 4",<b> Time: </b>,8:00AM,<b> Author: </b>,"Kevin Lee, Univ. of Nebraska, Lincoln",<b> Co-Author(s): </b>,Christopher M. Siedell,The Nebraska Astronomy Applet Project (NAAP) is developing high-quality astrophysical simulations accompanied by a variety of supporting resources. NAAP materials are appropriate for use in both college and high school introductory astronomy courses. Assessment receives great emphasis in the NAAP project as all student materials are embedded between randomized versions of a pre-test and post-test given in the web-based assessment engine EDU. Any instructor may request a NAAP assessment account which contains all assessments plus their own gradebook. This presentation will illustrate examples of how FLASH animations can be embedded in EDU and how a student's interaction with that animation can be assessed. This technique makes assessments very interactive and allows the probing of student problem solving techniques and their knowledge of concepts at a deep level. NAAP materials may be found at,None
Session:,,Poster,Title:,The Development of an Instrument to Monitor Student Affective Status*,Meeting:,"129th AAPT National Meeting: Sacramento, CA",Location:,Union Ballroom II & III,Date:,"Tuesday, Aug. 3",<b> Time: </b>,9:00AM,<b> Author: </b>,"Lei Bao, The Ohio State Univ.",<b> Co-Author(s): </b>,"Florin Bocaneala, YeounSoo Kim","Situations that trigger students into explicit awareness of contradictory ideas may motivate the students to change their initial understandings; however, an inappropriate level of conflicts can also cause frustrations among the learners. Therefore, it is important to know a student's affective status during the learning, which may have significant impact on the student's learning achievement and attitude. In our research, we are developing an instrument to measure and monitor the individual student's affective status in a course period. In this presentation, we will discuss the underlying theme in this development and the variables considered in the measurement.",*Supported in part by NSF grants #REC-0087788 and #REC-0126070.
Session:,,Contributed,Title:,Physical Science Methods: A Content Course or a Methods Course?,Meeting:,"129th AAPT National Meeting: Sacramento, CA",Location:,Amador 153,Date:,"Wednesday, Aug. 4",<b> Time: </b>,2:45PM,<b> Author: </b>,"Vicente Talanquer, Univ. of Arizona",<b> Co-Author(s): </b>,Ingrid Novodvorsky,"As part of the College of Science Teacher Preparation Program at the University of Arizona, prospective secondary science teachers take one or more subject methods courses; e.g., Biology, Earth Science, and Physical Science Teaching Methods. The latter course was developed for prospective physics and chemistry teachers. The goals of this course are to strengthen students? conceptual understanding of physical science topics, investigate typical student difficulties with these topics, and develop and analyze teaching activities that foster understanding. In this presentation, we will describe the evolution of the course, lessons learned from teaching it, and its relationship to content courses in our respective departments.",*Sponsored by Ingrid Novodvorsky.
Session:,,Invited,Title:,"Putting Freire to the Test: Roberto Clemente High School Reform, 1989-1997",Meeting:,"129th AAPT National Meeting: Sacramento, CA",Location:,Union Redwood,Date:,"Tuesday, Aug. 3",<b> Time: </b>,8:30AM,<b> Author: </b>,Cristina Pacione-Zayas,<b> Co-Author(s): </b>,None,"This paper discusses the educational impact and implications of a libratory school reform program implemented at Roberto Clemente Community Academy (RCAA) from 1991-1996. RCAA is a Chicago public high school that draws the majority of its population from the surrounding Puerto Rican community, West Town/Humboldt Park. RCAA faces complex challenges being a predominantly low-income school with high drop-out/push-out rates, low graduation rates, and poor standardized test scores. Given these statistics, along with additional socio-political factors, Clementes students are set up to fail. In this paper, I trace the events that lead up to the reform, an analysis of the curriculum, and interrogate the persecution and dismantling of Clementes reform. Finally, I conclude with exploring the implications of what happens when communities of color author and implement a curriculum that is culturally relevant and succeed in making the school an extension of the community.",None
Session:,,Contributed,Title:,"Relationships Among Gender, High School Physics Experience, and FCI Scores",Meeting:,"129th AAPT National Meeting: Sacramento, CA",Location:,Amador 150,Date:,"Monday, Aug. 2",<b> Time: </b>,8:30AM,<b> Author: </b>,"Thomas Thaden-Koch, Univ. of Minnesota",<b> Co-Author(s): </b>,"Paul Knutson, Vince Kuo, Patricia Heller, Kenneth Heller",Research strongly suggests that males and females experience physics courses differently.,"1. See E. Seymour, & N.M. Hewitt,"
Session:,,Contributed,Title:,Redesigning Second-Year Physics: New Waves Courses at Two Universities,Meeting:,"129th AAPT National Meeting: Sacramento, CA",Location:,Union Foothill Suite,Date:,"Wednesday, Aug. 4",<b> Time: </b>,2:00PM,<b> Author: </b>,"David Kaplan, Southern Illinois Univ., Edwardsville",<b> Co-Author(s): </b>,None,"A major difficulty faced by upper-level physics students involves the need to simultaneously absorb new physics and unfamiliar mathematical technique. Frequently, the novice has difficulty even separating the two in her/his mind. The free use of Fourier techniques often imposes a particular source of frustration, as the justification for the appropriateness of the expansions is usually left to mathematics courses which stress rigor over physical insight. Introducing a second-year wave physics course helps in alleviating this. In addition to providing an early, centralized broad exposure to the wave phenomena common to many areas of physics, there is an opportunity to provide meaningful physical insight into wave equations, superposition, complete sets of functions, linearization, and Fourier techniques in a familiar classical physics context. Aspects of my experience in meeting these goals with today's students in setting up new waves courses at two different universities will be discussed.",*Sponsored by Thomas Foster.
Session:,,Poster,Title:,Inexpensive and Effective Doppler Shift Laboratory for the Introductory Course,Meeting:,"129th AAPT National Meeting: Sacramento, CA",Location:,Union Ballroom II & III,Date:,"Monday, Aug. 2",<b> Time: </b>,9:00AM,<b> Author: </b>,"Joseph Amato, Colgate Univ.",<b> Co-Author(s): </b>,"Enrique J. Galvez, Roger E. Williams","Using a stable short wave radio, the beacon signal from a satellite in low Earth orbit was recorded as the spacecraft passed overhead. In the teaching laboratory, the audio recording is analyzed using a digital storage oscilloscope to determine the Doppler shift vs. time. The shape of the Doppler curve, and the overall frequency change (about 2 kHz) are used to study the satellite's motion. The recording has been transferred to compact disk, and copies will be available to interested teachers.",None
