Session:,,Contributed,Title:,Nanoscale Science Inquiry Activities,Meeting:,"2006 AAPT Summer Meeting: Syracuse, NY",Location:,Physics 104,Date:,"Wednesday, July 26",<b> Time: </b>,4:40PM,<b> Author: </b>,"Jill N Johnsen, Exploratorium",<b> Co-Author(s): </b>,None,"The Nano Education and Outreach (NEO) Program is a graduate student development program offered through the Nanoscale Informal Science Education (NISE) Network at the Exploratorium in San Francisco. NEO provides professional development in inquiry-based education and public communication for graduate students, postdoctoral scientists, and research center education directors engaged in nanoscale science and technology that are working in education and outreach efforts. Through this program a series of inquiry activities have been developed to introduce students to the field of nanotechnology and materials science. Nanoscale science is investigated by looking at the mechanical, electrical, and magnetic properties of nanomaterials and their role in technology today and by modeling the various imaging techniques used to study and manipulate the nanoworld. An overview of the program will be presented along with and introduction to the inquiry activities.",None
Session:,,Poster,Title:,Skills Essential for Learning Physics with Facts Finding,Meeting:,"2006 AAPT Summer Meeting: Syracuse, NY",Location:,Sheraton Comstock Room,Date:,"Wednesday, July 26",<b> Time: </b>,10:15AM,<b> Author: </b>,"Takuyuki Uragami, Okayama University of Science",<b> Co-Author(s): </b>,None,"Instead of giving the definition of velocity, a lecturer has students look into the structure of the numerical calculation to get the value of velocity together with its unit. When every student successfully calculates the velocity, it is possible for the lecturer to show students the way to calculate in a more general form, then the lecturer proposes and/or students are aware of a method in a more abstract form, that is by using a mathematical equation with definitions of varialbles for physical quantities concerned. At this moment, he has lead his students to enter into the academic area of science from the daily life zone, as quantization and objectivism is esssential for physical science. To carry out the lecture to have students find the physical facts, ways, definitions and methods for human being to tackle with, several skills essential for learning have been proposed in a class.",None
Session:,,Poster,Title:,Teaching Technologies for Introductory Calc-based Physics for Life Sciences Majors,Meeting:,"2006 AAPT Summer Meeting: Syracuse, NY",Location:,Sheraton Comstock Room,Date:,"Wednesday, July 26",<b> Time: </b>,10:15AM,<b> Author: </b>,"William McNairy, Duke Univ. Dept. of Physics",<b> Co-Author(s): </b>,None,"Many technologies have emerged that can facilitate the teaching of introductory Physics courses. The intensity of Life Sciences majors/PreMeds enhances the committed participation in these activities. I will share lessons learned in the use of online homework systems, classroom polling, and online surveys during the past 20 semesters. We have used WebAssign, the UTHomework system, Brownstone.edu, BlackBoard standalone, BlackBoard with an uploaded course cartridge of questions, and MasteringPhysics for online services. In the classroom we have used peer-based instruction recitations with PRS-IR polling system in our large lectures to varying degrees. Lastly, we have employed surveys administered under BlackBoard both as pre- and post-assessment of student opinions relating to course components. While I would not return to teaching without technology, using technology requires adaptation, perseverance, and engagement by instructors and students alike.",None
Session:,,Poster,Title:,Report on the 37th International Physics Olympiad,Meeting:,"2006 AAPT Summer Meeting: Syracuse, NY",Location:,Sheraton Comstock Room,Date:,"Wednesday, July 26",<b> Time: </b>,10:15AM,<b> Author: </b>,"Paul Stanley, Beloit College",<b> Co-Author(s): </b>,Robert Shurtz,"The 37th International Physics Olympiad was held in Singapore from July 8 to July 17, 2006. The United States was represented by five travelers selected from the team of 24 after the nine day long training camp held in May. This poster outlines the selection process, the events of the training camp, and the experience in Singapore, as well as reporting the overall results of the competition and the US Team.",None
Session:,,Contributed,Title:,"Rudolf and Albert, 20 May 1950",Meeting:,"2006 AAPT Summer Meeting: Syracuse, NY",Location:,Physics 104,Date:,"Wednesday, July 26",<b> Time: </b>,5:00PM,<b> Author: </b>,"Bartley L. Cardon, MIT Lincoln Laboratory",<b> Co-Author(s): </b>,None,"On May 20, 1950, Rudolf Ladenburg retired from the Princeton University Physics Department. A symposium was held in his honor and Albert Einstein appeared as an invited, but unexpected, attendee. A photograph was taken of Rudolf and Albert smiling together, with other notables looking on. I recall some of Ladenburg's productive life in physics, describe the symposium, and conclude with their remarkable photograph.",None
Session:,,Poster,Title:,Combining Programs to Benefit Current & Future K-12 Science Teachers,Meeting:,"2006 AAPT Summer Meeting: Syracuse, NY",Location:,Sheraton Comstock Room,Date:,"Wednesday, July 26",<b> Time: </b>,10:15AM,<b> Author: </b>,"Gay B Stewart, University of Arkansas",<b> Co-Author(s): </b>,None,"Many institutions have one or more summer programs to benefit in-service teachers. Some institutions are now starting to offer discipline-specific pedagogy classes for future teachers. At UArk we have found a way to combine these two programs to provide an especially rich environment for pre-service and in-service professional development. We pair in each lab group an in-service teacher, who has expertise in the classroom, with a pre-service teacher, who has more recent content knowledge. We do team-building activities with these pairs, and pay careful attention to acknowledging each member?s expertise. Assignments are constructed to allow the pairs to learn from each other as well as from the instructor, who serves as more of a facilitator. After the first learning year for the instructor, both groups see the class as extremely valuable and the instructor finds it an extremely rewarding experience. Details, evaluations and how to avoid what went wrong the first year will be discussed.",University of Arkansas is a primary program institution in the Physics Teacher Education Coalition
Session:,,Contributed,Title:,The Conical Pendulum: The Tethered Airplane,Meeting:,"2006 AAPT Summer Meeting: Syracuse, NY",Location:,Physics 104,Date:,"Wednesday, July 26",<b> Time: </b>,4:10PM,<b> Author: </b>,"John J Lynch, Wheeling Jesuit University",<b> Co-Author(s): </b>,"Anthony P Mazza, William E Metcalf, Anthony D Cinson","This work describes how an inexpensive ($10) tethered airplane powered by a small electric motor can be used to study uniform circular motion. The airplane is easy to see and entertaining to watch. The orbits can be large and the experimental discrepancies small. For a given string length and airspeed, a tethered airplane quickly finds a stable, horizontal, circular orbit. Using a Digital Video (DV) camcorder, VideoPoint Capture, QuickTime Player, meter sticks, and a stopwatch, data on the airplane?s motion can be obtained. The length of the string was varied from 120cm to 340cm while the airspeed ranged from 200cm/s to 480cm/s. For each string length and airspeed, the period of the orbit and the diameter of the path were carefully measured. Theoretical values of path radii were calculated using Newton?s 2nd Law. The agreement between experiment and theory was usually better than 2%.",None
Session:,,Poster,Title:,Sudoku as a paradigm for physics problem solving,Meeting:,"2006 AAPT Summer Meeting: Syracuse, NY",Location:,Sheraton Comstock Room,Date:,"Wednesday, July 26",<b> Time: </b>,10:15AM,<b> Author: </b>,"Richard A Zajac, Kansas State Univ. at Salina",<b> Co-Author(s): </b>,None,"Sudoku puzzles have recently gained popularity with students. These puzzles provide a convenient language by which to draw attention to certain problem-solving strategies that are not otherwise explicitly recognized in traditional treatments of physics problems. We can cash in on their popularity in the classroom by relating them to various problem-solving exercises in the typical introductory course, to help foster the application of conceptual understanding. Classroom tested examples of this are provided, and effects of their use are examined.",None
Session:,,Poster,Title:,The United States Association for Young Physicists Tournament- 2006-2007,Meeting:,"2006 AAPT Summer Meeting: Syracuse, NY",Location:,Sheraton Comstock Room,Date:,"Wednesday, July 26",<b> Time: </b>,10:15AM,<b> Author: </b>,"Donald G Franklin, St. Johns Country Day School",<b> Co-Author(s): </b>,None,"The third USAYPT team competes in Bratislava, Slovakia against 28 other countries in July. The results should be available at the poster session. If you have a high school student who is interested in researching open-ended topics and trying out for next years team, check our website: usaypt.org. Next year's competition will be in Seoul, Korea. The team will be picked at our national tournament to be held at North Carolina School for Science and Mathematics on February 9th to the 11th, 2007.",None
Session:,,Poster,Title:,Teaching NonProliferation of Weapons of Mass Distruction,Meeting:,"2006 AAPT Summer Meeting: Syracuse, NY",Location:,Sheraton Comstock Room,Date:,"Wednesday, July 26",<b> Time: </b>,10:15AM,<b> Author: </b>,"Donald G Franklin, St Johns Country Day School",<b> Co-Author(s): </b>,None,Nonproliferation of Weapons of Mass Distruction is a cross-curriculum program that allows Social Sciences and Natural Sciences a chance to offer courses that will produce majors who can lead us into the detection of and the wisdom of Weapons of Mass Distruction. Many colleges and Universities are now looking at and developing this program. This gives Physics Departments a chance to teach mini-lessons on selected topics and to introduce or reintroduce students to the department's offerings. Social awareness and Physics knowledge makes for a better graduate!,None
