5209,Contributed Poster Presentation,"""Framing"" approaches for promoting a productive non-traditional classroom","This study seeks to understand how STEM instructors ""frame"" non-traditional instruction for their students.  Student resistance can undermine both student learning, or a faculty's commitment to non-traditional instruction.  However, little is known about how instructors communicate with students about their pedagogy in order to mitigate such resistance, or what might be the most effective approaches for doing so.  Anecdotal evidenc suggests that many instructors simply tell students what they will be doing and why, and that what works for some instructors may backfire for others (e.g., women).  Based on a national sample of over 20 STEM faculty, we have arrived at a set of 7 generalized approaches for promoting a positive course climate.  We also report on a pilot survey to determine the popularity and perceived efficacy of these approaches.  Future directions will be discussed.  http://www.colorado.edu/sei/fac-resources/",Stephanie V. Chasteen,http://www.per-central.org/perc/2013/detail.cfm?ID=5209,University of Colorado Boulder,"Andrew Boudreaux, Western Washington University
Jon Gaffney, Eastern Kentucky University",2013
5263,Contributed Poster Presentation,"""Surprisingly, there is an actual physical application""","Among the canonical physics core courses taken by most undergraduate majors is a course in mathematical methods.  Physics education research has begun to explore upper division physics courses, as well as the use of mathematics throughout the physics curriculum.  The math methods course is an especially opportune environment to study the development of conceptual understanding of key ideas in mathematics and physics as well as the development of broadly applicable skills and the sociocultural norms of physics.  In this poster we will explore some of what happened in a particular math methods course, with attention to the development of student content understanding as well as the development of community norms.",Michael E. Loverude,http://www.per-central.org/perc/2013/detail.cfm?ID=5263,"Department of Physics, California State University Fullerton","Dr. Sissi L. Li, Catalyst Center, California State University Fullerton",2013
5229,Contributed Poster Presentation,A Board Meeting Resolves A Sharp Disagreement About Friction in The System Schema,"After learning Newtons 2nd Law, students in a university modeling-based introductory physics class are asked to imagine a box sliding across a floor and slowing to a stop. Although theyve had extensive experience with friction in the context of energy, this is their first exposure to friction within the context of force.  They are asked to make and coordinate different representations for this scenario, including a system schema, and force diagram.  During their small group work, students quickly run into a difficulty:  there are only two interactions with the box (contact, gravitational), so there should only be two forces, yet the box is slowing, which means it must have unbalanced forces in the direction of acceleration.  In this paper, I present evidence from a student-led whole-class discussion (a board meeting) showing how the class uses the System Schema to come to consensus after an initial sharp disagreement between small groups.",Brant Hinrichs,http://www.per-central.org/perc/2013/detail.cfm?ID=5229,Drury University,,2013
5199,Contributed Poster Presentation,A CLASS Study of Introductory Physics for Life Sciences (IPLS) at Swarthmore College,"To examine the effect of extensive life science applications on student attitudes to learning physics, we analyzed CLASS data from life science students taking introductory physics at Swarthmore. We compare the same students responses from first semester, taught with a standard syllabus, to second semester, taught with extensive life science applications (IPLS). Although first semester responses become less favorable (pre to post), IPLS responses show an increase in favorable and a decrease in unfavorable responses, particularly comparing post-IPLS to post-first semester. This is noteworthy because improvement is rarely observed, even in pedagogically reformed courses. Finally, we analyzed CLASS responses by gender, major, students stated goals in taking physics, and initial interest in physics; initial interest was determined from CLASS items chosen based on the Four-Phase Model of Interest Development. Most notably, we find that in the IPLS course, students identified as having low interest initially had the greatest gains overall.",Catherine H. Crouch,http://www.per-central.org/perc/2013/detail.cfm?ID=5199,Swarthmore College,"Panchompoo Wisittanawat, Swarthmore College Department of Physics and Department of Educational Studies
K. Ann Renninger, Swarthmore College Department of Educational Studies",2013
5162,Contributed Poster Presentation,A Case Study in Leveraging Biology Experiences in Physics,"When we discuss courses designed to be interdisciplinary, such as our course in Introductory Physics for Life Science (IPLS) majors, we often focus on what students can gain from taking a course (physics) outside their chosen discipline (biology). Rarely do we consider what advantages might be gained from students experience with biology in learning physics. At the University of Maryland we have designed an introductory physics course that leverages students biology experiences in an authentic interdisciplinary manner. In this presentation, we will examine case study data of a student who initially describes herself as hating physics. We will look at interview data with her reflecting on her experiences within our yearlong IPLS course. We will explore how her prior experiences as a biology student and as a student in this interdisciplinary classroom came to influence her evolving relationship with physics and the perceived connections between the disciplines.",Vashti Sawtelle,http://www.per-central.org/perc/2013/detail.cfm?ID=5162,"University of Maryland, College Park","Chandra Turpen, University of Maryland, College Park
Julia Svoboda Gouvea, University of California, Davis
Benjamin W. Dreyfus, University of Maryland, College Park
Benjamin D. Geller, University of Maryland, College Park",2013
5232,Contributed Poster Presentation,A Collaboration Between University and High School in Preparing Physics Teachers: Chicago State Universitys Teaching Immersion Institute,"Chicago State University (CSU) has partnered with two local high school physics teachers to develop a teacher preparation course which provides prospective pre-service students an opportunity to gain authentic physics teaching experience early in their program.  CSUs Teaching Immersion Institute (TII) was developed to guide students through designing, implementing, and reflecting on a lesson given in a local high school physics classroom.  This non-traditional effort fosters a strong partnership between secondary and post-secondary institutions built upon the shared expertise of both the high school and university faculty.     The program  provides students with a meaningful way to determine, early on, if teaching is a possible career option for them and allows the opportunity to educate and mentor future high school physics teachers throughout their pre-service training and challenging induction year.",Kara Weisenberger,http://www.per-central.org/perc/2013/detail.cfm?ID=5232,Chicago High School for the Arts,"Jennie Passehl; Gary Comer College Prep 
Mel S. Sabella, Andrea Gay Van Duzor; Chicago State University, Department of Chemistry and Physics",2013
5197,Contributed Poster Presentation,A Meta-analysis of Brain-behavior Correlations in Problem Solving,"Human brain mapping methods offer the opportunity to provide biological evidence of student engagement in physics conceptual reasoning and problem solving tasks. We identified brain networks associated with physics problem solving via a quantitative meta-analysis of component cognitive processes such as deductive reasoning, spatial skills, and mathematical calculations. This study assembled functional magnetic resonance imaging (fMRI) data from the BrainMap database [1] and used computational data mining techniques to identify the neural correlates associated with these cognitive processes. The present results were designed to provide groundwork for larger fMRI work in the domain of PER. Ultimately, we aim to use this work as the first phase of a study seeking to identify biological evidence to operationalize engagement, embodied experience, and conceptual metaphor in physics problem solving.

Abstract Footnotes: [1] Laird AR, Lancaster Jl, Fox PT: BrainMap: The social evolution of a human brain mapping database. Neuroinformatics 2005, 3:65-78",Jessica E Bartley,http://www.per-central.org/perc/2013/detail.cfm?ID=5197,Florida International University,"Eric�Brewe*

Angela R Laird*

*Florida International University",2013
5200,Contributed Poster Presentation,A National Assessment of Undergraduate Physics Labs: First Results,"The Colorado Learning Attitudes about Science Survey for Experimental Physics (E-CLASS) is a short multiple choice survey that assesses students' attitudes about conducting physics experiments in an instructional setting and in professional research. The survey is given at the beginning and at the end of a course, whereupon students are also asked about what helped to earn a good grade in the course. A variety of aspects of experimentation are explored, including students' sense-making, affect, self-confidence, and the value of collaboration. Over 4000 E-CLASS responses have been gathered from over 30 courses at 17 colleges and universities. We will present a broad overview of our findings, including which student views are the least expert-like, which views shift most over the course of a semester, and which have largest differences between introductory and upper-division courses.",Heather Lewandowski,http://www.per-central.org/perc/2013/detail.cfm?ID=5200,University of Colorado,"Benjamin Zwickl, University of Colorado
Takako Hirokawa, University of Colorado
Noah Finkelstein, University of Colorado",2013
5299,Contributed Poster Presentation,A detail analysis of isomorphic problems: The case of vector problems,"The methodology of using two isomorphic problems focuses on detecting differences in students performance when doing one of the problems. In this article we present a methodology that not only focuses on this, but also analyzes the way that students answers change when doing both problems and the effect in students performance of doing previously the associated problem. We administered isomorphic tests with vector problems to 330 students finishing a mechanics course. We used two set of problems: negative scalar multiplication (no-context and velocity context) and dot product interpretation (no-context and work context). In the first set we detected a significant effect on the no-context problem when students previously did the velocity context problem. In the second set we found that a great proportion of students answered correctly the work context problem but incorrectly the no-context problem. This article presents the methodology so it can be used by other researchers.",Genaro Zavala,http://www.per-central.org/perc/2013/detail.cfm?ID=5299,Tecnologico de Monterrey,"Pablo Barniol
Tecnologico de Monterrey",2013
5286,Contributed Poster Presentation,Adapting Transformative Experience Surveys to Undergraduate Physics,"Transformative experience (TE) is a theoretical construct intended to capture the extent to which science concepts learned in the classroom shape students everyday meaning-making and engagement with science outside the classroom (Pugh, 2004). One method available to assess the depth and prevalence of TE is surveying.  We have been adapting existing surveys for use in various undergraduate physics courses at two different institutions, including algebra-based introductory physics courses and physical science courses for pre-service elementary teachers. We describe our efforts to modify existing surveys for use across different courses and content areas and describe our initial findings concerning the depth and prevalence of TE. From survey data, large differences can be detected in both the depth of students' overall engagement and the degree to which that engagement falls off when students are not in the classroom or working on required assignments.",Brian W. Frank,http://www.per-central.org/perc/2013/detail.cfm?ID=5286,Middle Tennessee State University,"Leslie J. Atkins, California State University-Chico",2013
