6598,Contributed Poster Presentation,"""Collectively, we're a genius"": Teachers discussing student difficulties*","In a teacher professional development meeting, teachers were asked a question about potential energy and then to discuss why students might give a particular response to it. Working together in a large group, they came up with a rich, nuanced description of student reasoning, touching on multiple ways of thinking about energy, and how these might affect student responses. As PD organizers, we (the authors) had predicted 3 or 4 different explanations of the most common incorrect answer. Teachers came up with several more. Their answers included ideas in the literature (related to time, effort, and work, for example) and ideas not in the literature (such as a wonderfully compelling reverse deficit model of energy). We find that bringing teachers together and sharing student data within a facilitated community lets teachers arrive at surprising insights about how their students think about energy.

* Funded in part by NSF MSP 0962805 and DRL 1222580.",Michael C. Wittmann,http://www.per-central.org/perc/2016/detail.cfm?ID=6598,University of Maine,"Carolina Alvarado, University of Maine
Laura A. Millay, University of Maine",2016
6570,Contributed Poster Presentation,"""Nothing works the first time"": An experimental physics epistemology","The ability to troubleshoot is an important learning outcome for undergraduate physics laboratory courses. To better understand the role of troubleshooting in Electronics laboratory courses, we interviewed 20 Electronics instructors from multiple institution types about their beliefs and teaching practices related to troubleshooting. In these interviews, instructors articulated the idea that ""nothing works the first"" in multiple contexts pertaining to troubleshooting. We show how this idea informs instructors' perceptions of (1) the importance of developing students' ability to troubleshoot, (2) what it means for students to be proficient troubleshooters, and (3) the need (or lack thereof) to specifically design laboratory activities that engage students in the troubleshooting process. Moreover, we argue that this idea is connected to an experimental physics epistemology: newly built experimental systems do not initially function as expected, i.e., ""nothing works the first time."" We discuss implications for instruction and assessment of troubleshooting in Electronics courses.",Dimitri R. Dounas-Frazer,http://www.per-central.org/perc/2016/detail.cfm?ID=6570,"Department of Physics, University of Colorado Boulder","H. J. Lewandowski
Department of Physics, University of Colorado Boulder",2016
6686,Contributed Poster Presentation,A Cross-sectional Study of Students Use of Mathematics,"Upper-division physics courses introduce quantitative models that require students to use sophisticated mathematical tools to develop an understanding of them. We have investigated students' in-the-moment math reasoning during physics problem solving, through observations in dyad interviews.  By conducting interviews over a range of students physics experience, we enabled a cross-sectional analysis of how students employ mathematical tools, particularly the decomposition of vectors. In investigating students reasoning underlying their use of those mathematical tools, we have catalogued student difficulties and identified productive approaches for pedagogical purposes. We observed some patterns in students problem solving approaches and difficulties that propagate and/or evolve across levels. For example, introductory students may neglect to consider the sign a vector component while upper-level students are much more thorough in their analysis. However, we observe sign errors in work by both groups, but with different reasoning.",Anna Turnbull,http://www.per-central.org/perc/2016/detail.cfm?ID=6686,"Department of Physics and Astronomy, Michigan State University, East Lansing, MI 48824","Leanne Doughty [1] and Marcos D. Caballero [2,3]

[1] School of Education and Human Development, University of Colorado Denver, Denver, CO 80204

[2] Department of Physics and Astronomy, Michigan State University, East Lansing, MI 48824

[3] CREATE for STEM Institute, Michigan State University, East Lansing, MI 48824",2016
6533,Contributed Poster Presentation,A Design Research Project for an IPLS Course,"Introductory Physics for the Life Sciences (IPLS) courses are gaining momentum in the physics education community, with the creation of multiple curricula and assessment tools. At Michigan State University, we are designing an integrated lab-lecture introductory physics course that meets the needs of life science students. We approach this curriculum from a design-based research perspective. Our articulated design conjectures focus on (1) connecting the disciplines of physics, biology, and chemistry and (2) building positive relationships for life science students with physics. This presentation will outline the design conjectures that are guiding our first iteration of this course, present example curricular materials for manifesting these conjectures in the classroom, and describe the research plans or examining the validity of the design conjectures.",Vashti Sawtelle,http://www.per-central.org/perc/2016/detail.cfm?ID=6533,Michigan State University,,2016
6636,Contributed Poster Presentation,A Pedagogical Method of Advanced Laboratory Writing: Letters Home Project,"Communicating about experimental physics is one of the major learning outcomes identified in the AAPT Recommendations for the Undergraduate Physics Laboratory Curriculum.  Traditional laboratory courses often use formal lab reports to educate students about the process of scientific writing, yet this process deprives the writer of an authentic audience for their work and limits opportunities to write in their authentic style.  Our research focuses on a different approach to scientific writing called Letters Home, which requires students to write a letter about their lab activities to a recipient outside of the laboratory course, first to a non-physicist and later to a professional physicist.  Through this process, students practice skills such as gathering, analyzing, and reporting data while expanding their conceptual understanding and experimental skills.  We report on a qualitative analysis of Letters Home written by students enrolled in a Modern Physics laboratory course at Texas Tech University during Fall 2015 and Spring 2016.","Charles L. Ramey, II",http://www.per-central.org/perc/2016/detail.cfm?ID=6636,"Department of Physics, Texas Tech University","Dimitri R. Dounas-Frazer
Department of Physics, University of Colorado Boulder

H.J. Lewandowski; 
Department of Physics, University of Colorado Boulder

Beth Thacker
Department of Physics, Texas Tech University",2016
6674,Contributed Poster Presentation,A Taxonomy of Conceptions About Buoyancy,"Numerous studies, dating back at least as far as Piaget, have used buoyancy to probe students understanding of density.  A few studies have instead probed students understanding of buoyancy in terms of pressure, buoyant force and Archimedes Principle.   In this poster, we present an overview of the latest version of our buoyancy conception taxonomy.  Included conceptions were collected both from prior studies involving subjects having a variety of ages, and from our own interviews and assessments given to college students.",DJ Wagner,http://www.per-central.org/perc/2016/detail.cfm?ID=6674,Grove City College,"Shannon Armstrong, Kristen Hephner, Randon Hoselton, Mercedes Mansfield, Ashley Miller
Grove City College",2016
6678,Contributed Poster Presentation,A comparison of students' written explanations and CLASS responses,"We examined students responses on the Colorado Learning Attitudes about Science Survey (CLASS) and their homework within a freshman physics course. The homeworks were designed to elicit detailed responses and sense-making. Students completed the CLASS prior to the start of the course. Student responses on the first two homeworks of the semester were coded for instances of evidence of sense-making, such as checking if an answer is reasonable and providing multiple explanations. We had matched CLASS responses and homeworks for 26 students. 
Our results show that evidence of sense-making on the homework assignments is essentially uncorrelated with percent favorable score on the CLASS and weakly correlated with percent unfavorable score. These results suggest that students formal beliefs about physics, as measured by the CLASS, may be only weakly related to how students engage in solving physics problems and indicate that further study is needed.",Gabriel Rowe,http://www.per-central.org/perc/2016/detail.cfm?ID=6678,Clark University,"Anna McLean Phillips, Tufts University",2016
6511,Contributed Poster Presentation,A conceptual blending analysis of student immersive engagement with an interactive whiteboard,"Digital tools allow students a playful hands-on inquiry approach to topics that were previously out of experimental reach. For example, we can use an interactive whiteboard in combination with Algodoo software to allow students to throw planets into orbits around the Sun. While students quickly accept the idea of them being able to throw planets into orbit, building an expert-like understanding of the physics of celestial motion requires a coordination of several different viewpoints. Conceptual blending is an analytical framework for interpreting cognitive processes at the intersection of different mental input spaces. The mental spaces we have identified to be relevant in the students' planet-throwing activities include physics formalisms and everyday embodied experiences of interacting with the real world and digital environments.",Bor Gregorcic,http://www.per-central.org/perc/2016/detail.cfm?ID=6511,Uppsala University,"Jesper Haglund, Uppsala University",2016
6550,Contributed Poster Presentation,A methodology for developing physics activities utilizing cutting edge topics in planetary science,"Teaching science by having students manipulate real astronomical data is a popular trend in astronomy and planetary science education. However, many existing activities simply couple this data with traditional cookbook style verification labs.  As with most topics within science, this instructional technique does not enhance the average students understanding of the phenomena being studied. Here we present a methodology for developing ""science by doing"" activities that incorporate the latest discoveries in planetary science with up-to-date constructivist pedagogy to teach planetary science concepts. In our methodology, students our first guided to understand, analyze, and plot real raw scientific data; develop and test physical models to understand and interpret that data; finally use their models to make predictions about the topic being studied and test it with real data. We will also present to activities that were developed with this methodology.",Jordan Steckloff,http://www.per-central.org/perc/2016/detail.cfm?ID=6550,"Purdue University - Department of Earth, Atmospheric, and Planetary Sciences",Rebecca Lindell (Purdue University - Department of Physics and Astronomy),2016
6528,Contributed Poster Presentation,AP Chemistry Content Knowledge and Guided Inquiry Lab Instructional Strategies,"With the extensive content requirements for Advanced Placement Science courses, teachers may find it challenging to teach adequate content without compromising time for laboratory data analysis during lessons. The College Board published a series of guided inquiry experiments for AP Chemistry with the goal that students have the opportunity to engage in science practices while learning the necessary content. This study examines how instructional strategies, such as small group presentations and whole-class consensus discussions about these guided inquiry labs, may influence student assessment performance on nationally normed AP Chemistry released questions.",Emily Knapp,http://www.per-central.org/perc/2016/detail.cfm?ID=6528,University of Colorado Boulder and Longmont High School,,2016
